turns,victory_status,winner,moves
106,mate,black, d2d4 d7d5 c1f4 e7e6 g1f3 g8f6 f3e5 f8d6 e5d3 b8c6 d1d2 c6d4 c2c3 d6f4 d3f4 d4c6 c3c4 d5c4 f2f3 e8g8 h2h3 d8d2 b1d2 b7b5 g2g4 h7h6 g4g5 h6g5 f4g2 c6d4 a1c1 c8b7 h3h4 g5g4 g2f4 g4f3 e2f3 b7f3 h1h3 f3g4 h3g3 f8d8 f1h3 c4c3 b2c3 d4f5 g3g1 g4h3 f4h3 f5h4 h3f4 g7g6 c1d1 c7c5 a2a3 f6d5 f4h5 g8h7 c3c4 b5c4 h5g3 c4c3 d2e4 f7f5 e4c5 a8c8 c5e6 d8d6 e6g5 h7h6 g5f7 h6g7 f7d6 c8c6 g3h5 g7h6 d1d5 c3c2 e1d2 h4f3 d2c1 f3g1 h5f6 g1e2 c1d2 c2c1q d2e2 c1b2 d5d2 b2f6 d6e8 f6e6 e2d1 e6e8 d2h2 h6g7 h2e2 c6d6 d1e1 e8c8 e2e7 g7f6 e7a7 c8c2 a7h7 d6d1
37,mate,white, e2e4 e7e5 g1f3 b8c6 b1c3 g8f6 d2d4 c6d4 f3d4 e5d4 d1d4 f6g4 f1e2 c7c5 d4d5 d8h4 e2g4 h4g4 e4e5 f8e7 h2h3 g4f5 c3b5 e8g8 b5d6 e7d6 d5d6 f8e8 e1g1 e8e5 c1e3 e5d5 d6e7 d5e5 e7d8 e5e8 d8e8
115,mate,white, e2e4 e7e5 b1c3 d7d6 f1b5 c8d7 b5c4 f8e7 d1f3 g8f6 d2d3 d7g4 f3g3 d8d7 h2h3 g4e6 g3g7 h8g8 g7h6 e6c4 d3c4 b8c6 c1g5 d7e6 g5f6 e7f6 h6h7 e8c8 e1c1 e6c4 h7f5 c4e6 f5e6 f7e6 g2g4 c6d4 f2f3 f6g5 c1b1 d8f8 d1f1 g5e3 g1e2 f8f3 e2d4 f3f1 h1f1 e5d4 c3b5 e6e5 b5a7 c8b8 a7b5 g8h8 f1h1 h8f8 h1e1 f8f7 c2c3 e3f2 e1e2 d4c3 b2c3 f2h4 b1c2 f7f3 e2d2 f3h3 d2d3 h3h2 c2b3 h2g2 d3f3 b8c8 f3f8 c8d7 f8f7 d7c6 c3c4 g2g4 f7c7 c6b6 a2a4 g4e4 b3b4 d6d5 a4a5 b6a6 b5d6 d5c4 d6e4 c4c3 e4c5 a6a7 c7b7 a7a8 b4c3 h4e1 c3c4 e1a5 b7b5 a5e1 c5d7 e5e4 c4c5 e4e3 c5c6 e3e2 b5e5 a8a7 e5e2 e1c3 e2a2 c3a5 a2a5
94,mate,black, e2e4 e7e6 d2d4 d7d5 e4d5 e6d5 g1f3 g8f6 f1d3 c7c5 e1g1 c5c4 d3e2 f8d6 c1g5 e8g8 b1c3 c8e6 c3b5 d6e7 f1e1 a7a6 b5c3 b7b5 a2a3 b8c6 f3e5 d8b6 g5f6 e7f6 e5d7 e6d7 c3d5 b6d4 d5f6 d4f6 d1d7 a8d8 d7b7 c6d4 c2c3 d4c2 e2f3 c2a1 e1a1 d8d2 b2b4 f6c3 a1e1 d2e2 e1f1 e2e1 b7d7 e1f1 g1f1 c3c1 f1e2 c1a3 d7d2 f8e8 e2d1 a3a1 d1c2 a1a2 c2c3 a2b3 c3d4 e8d8 f3d5 d8d5 d4d5 b3d3 d2d3 c4d3 d5c6 d3d2 c6b6 d2d1q b6a6 d1a4 a6b6 a4b4 f2f4 b4c4 f4f5 b5b4 f5f6 b4b3 f6g7 b3b2 g2g4 b2b1q b6a5 c4a2
42,mate,black, e2e4 e7e5 d2d3 f8c5 c2c4 d8f6 g1e2 f6f2 e1d2 c5b4 d2c2 a7a5 c2b3 f2c5 c1g5 b8c6 a2a4 c6d4 b3a2 f7f6 b1c3 b7b5 d1b3 b5a4 e2d4 e5d4 b3a4 d4c3 a2b3 c8b7 g5f4 b7c6 f4c7 c6a4 b3a2 c5c7 g2g4 c7f4 a1d1 f4f2 f1h3 f2b2
35,mate,white, e2e4 e7e5 f1c4 f8e7 d1f3 g8h6 d2d3 e8g8 c1h6 e7b4 c2c3 g7h6 c3b4 d8e7 a2a3 e7g5 g1h3 g5h4 b1c3 b8c6 c3d5 c6d4 f3d1 h4f4 h3f4 d4b3 c4b3 c7c6 d5e7 g8g7 f4h5 g7h8 d1f3 f8e8 f3f6
44,mate,black, e2e4 e7e5 c2c3 d8f6 d1g4 f8c5 f2f3 h7h5 g4g3 h5h4 g3f2 c5f2 e1d1 f6d6 f1c4 f2e3 c4f7 e8f7 b2b3 b8c6 d1e1 e3f4 a2a3 d6d3 e1d1 d3f1 d1c2 f1g2 a3a4 g2h1 b3b4 h1g1 c2b3 g1c1 b3c4 c1f1 c4b3 f1d1 b3c4 d7d6 a1a3 c8e6 c4b5 a7a6
41,mate,white, e2e4 e7e5 g1f3 b8c6 f1b5 c6e7 f3e5 g8f6 b1c3 b7b6 d2d4 c8b7 d4d5 a7a5 e1g1 c7c5 d5c6 d7d6 c6b7 d8d7 e5d7 a8b8 d7b8 e8d8 b8c6 d8c7 b7b8q c7d7 c6d4 e7c6 b8b7 d7e8 b7c6 e8e7 c6c7 f6d7 c7d7 e7f6 d1f3 f6g6 d7g4
48,mate,black, d2d4 d7d5 e2e3 e7e6 f1b5 c7c6 b5d3 d8a5 c2c3 g8f6 d1b3 f6e4 g1f3 a5d8 e1g1 d8f6 b3d1 f8d6 a2a4 e6e5 d4e5 d6e5 f3e5 f6e5 d1f3 c8f5 d3e4 d5e4 f3f5 e5f5 f2f4 b8d7 c3c4 d7f6 c1d2 e8c8 d2a5 b7b6 a5c3 d8d3 c3e1 d3e3 e1f2 e3e2 f2g3 f5c5 f1f2 e2e1
39,mate,white, e2e4 e7e5 g1f3 b8c6 f1b5 c6e7 d2d4 b7b6 f3e5 f7f6 e5f3 c8b7 d4d5 e7d5 e4d5 b7d5 d1d5 f8b4 c2c3 e8e7 c3b4 d7d6 b5c6 d8f8 c6a8 g8h6 e1g1 h6g4 f1e1 e7d7 d5c6 d7c8 a8b7 c8d8 b1c3 g4e5 f3e5 f6f5 c6d7
32,mate,black, d2d4 g8f6 e2e3 e7e6 b1c3 f8b4 c1d2 c7c5 c3b5 b4d2 d1d2 c5d4 e3d4 e8g8 e1c1 d7d5 f1e2 a7a6 b5c3 b8c6 g1f3 f6e4 d2e3 d8a5 h1e1 e4c3 d1d2 c3a2 c1d1 a2c3 d1c1 a5a1
19,mate,white, e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 c6d4 d1d4 g8e7 f1c4 e7c6 d4e3 f8b4 c2c3 b4e7 e3f3 c6a5 f3f7
35,mate,white, e2e4 e7e5 g1f3 f7f6 b1c3 d7d6 d2d4 b8c6 d4d5 c8g4 d5c6 b7c6 f1e2 f8e7 d1d3 c6c5 d3b5 e8f7 b5c4 f7e8 h2h3 d8d7 h3g4 d7c6 c4e6 c6d5 c3d5 e8f8 d5c7 a8c8 e6c8 f8f7 c8e6 f7g6 f3h4
32,mate,black, g1f3 g8f6 d2d4 d7d5 c2c3 b8c6 e2e3 c8g4 f1b5 a7a6 b5c6 b7c6 e1g1 f6e4 b1d2 h7h5 d1e1 h5h4 b2b4 h4h3 g2g3 e7e6 f3e5 d8f6 e5g4 f6f5 e1e2 e4d2 c1d2 f5e4 a1e1 e4g2
9,mate,white, e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1f3 f8e7 f3f7
27,mate,white, e2e4 g8f6 b1c3 b8c6 g1f3 f6g4 f1c4 c6b4 f3d4 e7e5 d4f5 f8c5 d1g4 c5d4 g4g7 h8f8 g7g3 d8f6 c4d3 b4d3 g3d3 d4c3 d3c3 f6c6 c3e5 e8d8 e5e7
54,mate,black, b1c3 e7e5 e2e4 g8f6 f1c4 b8c6 d1e2 a7a6 e2e3 b7b5 c4d3 c6b4 d3e2 b4c2 e1f1 c2e3 f2e3 c8b7 g1f3 f6e4 d2d3 e4c3 b2c3 d7d5 f1g1 f8e7 c1b2 h7h6 f3e5 e8g8 e2h5 b7c8 a1f1 f7f6 e5g6 f8e8 g6e7 e8e7 f1f4 e7e3 f4f1 e3d3 h5g6 d3d2 b2c1 d2a2 h2h4 d8d6 h4h5 c8g4 h1h4 d6g3 h4h1 g3g2
29,mate,white, e2e4 g8f6 b1c3 d7d5 e4d5 e7e6 d5e6 f7e6 f1c4 d8e7 g1f3 g7g6 d1e2 f8h6 d2d3 f6g4 c1h6 c8d7 h6g5 e7f7 f3e5 g4e5 e2e5 h8f8 e1c1 a7a6 e5c7 f8h8 c7d8
80,mate,black, g1f3 b8c6 d2d4 g8f6 b1c3 e7e6 e2e4 d7d5 e4d5 e6d5 f1b5 d8e7 f3e5 a7a6 b5d3 c6d4 c1e3 d4f5 e3g5 e7e5 d3e4 f6e4 c3e4 e5e4 e1d2 e4d4 d2c1 d4f2 h1e1 f8e7 g2g4 e8g8 g5e7 f8e8 e7h4 e8e1 g4f5 e1d1 c1d1 f2h4 a2a4 h4d4 d1e1 d4g1 e1d2 g1a1 b2b3 a1d4 d2e2 c8f5 a4a5 f5c2 b3b4 d4b4 h2h3 b4a5 h3h4 c2g6 e2e3 a8e8 e3d4 e8e4 d4d3 e4h4 d3e3 a5c5 e3f3 c5d4 f3g3 d4g4 g3f2 h4h2 f2e3 h2h3 e3f2 g4g3 f2e2 g3g2 e2e1 h3h1
85,mate,white, d2d4 b8c6 e2e4 g8f6 e4e5 f6e4 g1f3 c6b4 c2c3 e7e6 c3b4 b7b6 c1d2 c8b7 f1e2 b7d5 e1g1 b6b5 d2c3 d8e7 e2b5 c7c6 b5a4 a8c8 a4c2 d5c4 c2e4 c4f1 d1f1 f7f5 e4c2 d7d6 a2a3 d6e5 f3e5 c8d8 e5c6 e7d7 c6d8 d7d8 c2a4 e8e7 b1d2 d8a5 b4a5 g7g6 c3b4 e7f7 d2c4 f8b4 a3b4 h8c8 a4b3 c8c6 c4e5 f7f6 e5c6 a7a6 c6b8 f6g5 b8a6 f5f4 a6c5 e6e5 d4d5 g5f6 d5d6 f6g7 d6d7 g7f8 d7d8q f8g7 f1a6 g7h6 d8h4 h6g7 a6b7 g7f8 b7c8 f8g7 c8d7 g7f8 h4h7 g6g5 h7h8
41,mate,white, d2d4 b8c6 g1f3 d7d5 b1c3 c8g4 d1d3 d8d6 h2h3 g8f6 h3g4 f6g4 d3e3 g4e3 c1e3 d6b4 a2a3 b4c4 e3f4 a8d8 f4c7 d8c8 e2e3 c8c7 f1c4 d5c4 e1c1 e7e5 c3b5 c7d7 d4d5 c6a5 f3e5 d7e7 f2f4 g7g6 d5d6 e7e6 d6d7 e8e7 d7d8q
36,mate,black, b1c3 e7e5 c3e4 b8c6 g1f3 d7d5 e4c5 f8c5 b2b3 g8f6 c1b2 d8e7 f3e5 c6e5 d1b1 e7e6 b2e5 e6e5 b1c1 c8g4 f2f3 g4f5 a1b1 e8g8 g2g4 f5g6 h1g1 c5g1 e2e4 d5e4 f3e4 e5e4 f1e2 a8e8 c1a3 e4e2
57,mate,white, e2e4 g8f6 d1f3 b8c6 c2c3 e7e5 f1c4 d8e7 b2b4 c6d8 g2g4 d7d5 c4d5 d8e6 d2d3 c8d7 g4g5 f6g8 d5b7 a8d8 f3e3 d7a4 e3a7 e7d7 a7a6 e6g5 c3c4 f8b4 c1d2 b4e7 b1c3 a4c2 b7c6 e8f8 c6d7 d8d7 a1c1 d7d8 c1c2 g8f6 a6c6 d8d6 c6c7 d6d8 d2g5 h7h6 g5f6 g7f6 c2b2 h8g8 b2b8 g8g1 h1g1 h6h5 b8d8 e7d8 c7d8
77,mate,white, e2e4 g8f6 d2d3 b8c6 g1f3 f6g4 f1e2 c6d4 e1g1 e7e5 c2c3 d8f6 c3d4 f8d6 c1g5 f6e6 f3e5 f7f6 e5g4 f6g5 d4d5 e6h6 g4h6 g7h6 d3d4 h6h5 e4e5 h8f8 e5d6 f8f4 d6c7 f4h4 e2h5 h4h5 d1h5 e8f8 h5h7 d7d6 b1d2 a7a5 d2e4 c8g4 e4g5 a5a4 g5e4 g4e2 f1e1 e2d3 e4d6 a4a3 h7d3 a8a4 b2a3 f8g7 d6b7 g7f6 d3f3 f6g5 e1e5 g5g6 f3f4 a4a3 e5e6 g6h5 e6e5 h5g6 e5f5 g6g7 f5f6 a3d3 f4g5 g7h7 f6f7 h7h8 g5g6 d3h3 g6g7
47,mate,white, e2e4 g8f6 e4e5 f6d5 g1f3 d7d6 c2c4 d6e5 c4d5 d8d5 f1e2 c8e6 e1g1 b8c6 b1c3 d5c5 e2b5 a7a6 b5c6 b7c6 f1e1 c5c4 f3e5 e8c8 d1f3 c4g4 e5g4 e6g4 f3g4 d8d7 c3a4 c8b7 g4d7 b7a7 d7c7 a7a8 c7c6 a8b8 a4b6 b8a7 b6c8 a7b8 c8e7 f8e7 e1e7 h8c8 c6b7
54,mate,black, g1f3 d7d5 d2d4 b8c6 b1c3 e7e6 c1g5 f8e7 g5e7 g8e7 d1d3 e7f5 a2a4 c8d7 f3e5 c6b4 e5d7 b4d3 e2d3 d8d7 c3b5 c7c6 b5c3 f5d4 a1c1 e8c8 c3e2 d4e2 f1e2 f7f5 e2h5 g7g6 h5f3 h7h5 c2c4 d5c4 c1d1 c4d3 d1d2 e6e5 f3d1 e5e4 d1b3 g6g5 g2g3 g5g4 h2h4 d7d4 b3c2 d4b2 d2d1 b2c2 d1a1 c2e2
35,mate,white, e2e4 b8c6 g1f3 g8f6 f1c4 d7d5 e4d5 e7e6 b1c3 c8d7 d5c6 f8b4 c6d7 d8d7 e1g1 d7c6 c4b5 a7a6 b5c6 b7c6 c3a4 b4d6 c2c3 a8b8 d2d4 b8b5 f3e5 b5d5 e5c6 e8d7 a4c5 d7c6 d1a4 c6b6 a4a6
61,mate,white, e2e4 g8f6 e4e5 f6d5 c2c4 d5f4 d2d4 b8c6 c1f4 c6b4 a2a3 b4c6 d4d5 c6a5 b2b4 a5c4 f1c4 b7b5 c4b5 a8b8 b1c3 c7c6 d5c6 d7c6 b5c6 c8d7 c6d7 d8d7 d1d7 e8d7 e5e6 f7e6 f4b8 d7c8 b8a7 c8b7 a7e3 e6e5 g1f3 e7e6 e1g1 f8d6 f1d1 d6c7 d1d7 h8d8 d7g7 d8d7 g7d7 h7h5 f3e5 h5h4 c3b5 b7c8 d7c7 c8d8 a1d1 d8e8 e3c5 h4h3 c7c8
46,mate,black, g1f3 d7d5 d2d4 b8c6 b1c3 e7e6 c1f4 g8f6 e2e4 d5e4 f3g5 f6g4 h2h3 g4f6 c3b5 a7a6 b5d6 c7d6 f1c4 d8e7 d1e2 c6d4 e2d2 d4c6 f4d6 e7d7 c4e6 d7d8 e6c8 a8c8 d2c3 d8d6 c3a5 c6a5 g5e4 f6e4 f2f3 e4f6 b2b3 d6e5 e1f2 c8c2 f2g1 e5g3 a1f1 g3g2
40,mate,black, b1c3 c7c5 g1f3 b8c6 c3b5 g8f6 c2c4 g7g6 f3g5 f8g7 d2d3 e8g8 c1f4 e7e5 e2e3 e5f4 e3f4 f8e8 f1e2 d7d5 c4d5 f6d5 d1b3 d5f4 b3f7 g8h8 h2h4 f4e2 h1f1 e2c3 f7e8 d8e8 e1d2 e8e2 d2c1 c3b5 f1h1 g7b2 c1b1 b5a3
48,mate,black, g1f3 g8f6 d2d4 g7g6 c1g5 f8g7 b1c3 d7d5 d1d3 c8f5 d3b5 b8c6 b5a4 e8g8 e1c1 a7a6 a4b3 b7b5 c3b5 a6b5 a2a4 f6e4 b3b5 d8d6 d1d3 e4f2 h1g1 f2d3 c2d3 f8b8 b5b8 a8b8 f3h4 c6d4 h4f5 g6f5 g5e3 d6c5 c1d2 d4b3 d2e1 c5e3 d3d4 b8b6 h2h4 b6c6 g2g3 c6c1
61,mate,white, e2e4 g8f6 e4e5 f6d5 g1f3 c7c6 c2c4 d5b4 d2d4 b8a6 b1c3 e7e6 c1g5 f8e7 g5e7 d8e7 f1e2 b4c2 d1c2 e7b4 e1g1 d7d5 c4d5 c6d5 e2b5 c8d7 b5d7 e8d7 c2a4 b7b5 a4b4 a6b4 c3b5 b4d3 f1d1 d3b2 d1d2 b2c4 d2c2 c4a3 b5a3 h8b8 a1c1 b8b4 c2c7 d7d8 c7f7 b4b2 c1c2 b2b1 a3b1 a8b8 b1a3 h7h5 f3g5 g7g6 g5e6 d8e8 c2c7 b8b2 f7e7
48,mate,black, e2e4 d7d5 f1b5 c7c6 b5a4 b7b5 a4b3 d5d4 b1a3 e7e5 g1f3 c8g4 h2h3 g4f3 g2f3 d8f6 e1g1 f8a3 b2a3 g8e7 d2d3 h7h5 c2c4 g7g5 a3a4 b5b4 a2a3 c6c5 b3a2 a7a5 d1b3 f6f3 c1g5 h8g8 a1e1 f3h3 e1e3 g8g5 e3g3 g5g3 f2g3 h3g3 g1h1 h5h4 b3d1 h4h3 d1h5 g3g2
41,mate,white, e2e4 d7d6 g1f3 e7e5 b1c3 c8g4 d2d3 d8f6 c1e3 f6g6 f1e2 f8e7 e1g1 g8f6 h2h3 e8g8 f3d2 g4f5 g2g4 f5c8 f2f4 b8a6 f4f5 g6g4 h3g4 f6g4 e2g4 a6b4 f5f6 g7f6 g4f5 b4a2 d1g4 g8h8 e3h6 f8g8 h6g5 c8d7 g4h5 h7h6 h5h6
26,mate,black, e2e4 e7e6 d1h5 b7b6 b2b4 d8f6 b4b5 f6a1 e4e5 a1b1 d2d4 b1c1 e1e2 c1c2 e2e1 c2c3 e1e2 c3d4 g1f3 d4e4 e2d1 e4d5 d1c1 f8a3 c1b1 d5d1
79,mate,white, a2a4 g7g5 b2b3 f8g7 a1a2 g8f6 e2e3 g7h6 g1e2 c7c5 e2g3 d7d5 c1b2 c8f5 g3f5 h6f8 f5g3 b8c6 f1b5 a8c8 g3h5 f6h5 b2h8 f7f5 d1h5 e8d7 h5h7 d8e8 h7f5 d7d8 f5d5 d8c7 b5c6 e8h5 h8e5 c7b6 c6b5 a7a6 b5e2 g5g4 d5e6 c8c6 a4a5 b6a7 e6d5 c6c8 d5e4 e7e6 e2g4 h5h4 e5g3 c5c4 g3h4 c4b3 a2b2 b3c2 b2c2 c8c2 e4c2 e6e5 c2c8 b7b6 a5b6 a7b6 c8f8 a6a5 g4e2 a5a4 f8b4 b6c6 b4a4 c6b6 h4d8 b6b7 e2a6 b7b8 a4b5 b8a8 b5b7
47,mate,white, e2e4 e7e6 d2d4 c7c5 g1f3 c5d4 f3d4 b8c6 d4f3 g8f6 f1d3 d7d5 e4e5 f6d7 d1e2 f7f6 c1f4 d8b6 b2b3 f8e7 e1g1 e8g8 c2c4 c6d4 f3d4 b6d4 b1d2 d4f4 g2g3 f4e5 e2f3 d5c4 d2c4 e5d5 d3e4 d5b5 a1b1 d7e5 c4e5 f6e5 e4h7 g8h8 f3h5 b5b6 h7g6 h8g8 h5h7
96,draw,draw, d2d4 e7e5 d4e5 b8c6 g1f3 d7d5 e2e3 f7f6 e5f6 g8f6 b1c3 f8b4 c1d2 f6e4 c3e4 d5e4 d2b4 d8d1 a1d1 c6b4 f3g5 b4c2 e1d2 c2b4 a2a3 b4c6 g5e4 c8f5 e4c5 e8c8 d2c1 d8d1 c1d1 h8d8 d1c1 b7b6 e3e4 b6c5 e4f5 c6d4 f1d3 d4b3 c1c2 b3d4 c2c3 d4b5 c3c4 b5d6 c4c5 d6b7 c5c4 c7c5 g2g4 h7h6 h2h3 d8d4 c4c3 b7a5 h1d1 c8c7 b2b4 d4d3 d1d3 c5b4 a3b4 a5b7 f2f4 a7a5 g4g5 h6h5 f5f6 g7f6 g5f6 a5b4 c3b4 b7d8 d3c3 c7d7 h3h4 d7e6 c3c5 e6f6 c5h5 d8e6 f4f5 e6f4 h5g5 f4h3 g5g3 h3f4 b4c4 f6f5 g3f3 f5g4 f3f2 f4h3
53,mate,white, e2e4 c7c5 f1c4 e7e6 g1f3 b7b6 e1g1 g7g6 d2d4 c8b7 d4c5 f8c5 b2b4 c5b4 d1d4 g8f6 f3g5 e8g8 e4e5 b8c6 d4h4 h7h5 g5f3 b4c3 b1c3 d7d5 c1g5 d5c4 g5f6 d8c7 h4g5 g8h7 c3b5 c7c8 a1d1 a7a6 b5d6 c8b8 d6b7 b8b7 d1d2 b6b5 f1d1 a6a5 h2h3 b7c7 d2d7 c7b6 f3h4 b5b4 d7f7 f8f7 g5g6
99,mate,white, e2e4 c7c5 g1f3 a7a6 d2d4 c5d4 f3d4 g8f6 e4e5 f6e4 f1d3 d7d5 d3e4 d5e4 b1c3 g7g6 b2b3 f8g7 f2f4 e8g8 e1g1 f7f6 e5e6 f6f5 c3e2 d8b6 c1b2 b8c6 c2c3 f8d8 g1h1 c8e6 d1e1 c6d4 e2d4 g7d4 c3d4 a8c8 a1d1 e6f7 h2h3 c8c2 b2c3 c2a2 d1a1 a2g2 h1g2 f7d5 g2g3 b6b3 a1b1 b3a3 g3h4 b7b5 b1a1 a3d6 h4g3 d8b8 h3h4 b5b4 a1b1 a6a5 c3d2 d5c4 f1g1 d6d4 h4h5 g6h5 g3h4 g8f7 e1g3 b4b3 d2c3 d4b6 g3g7 f7e6 g7e5 e6d7 b1d1 d7c6 c3a5 b6f2 h4g5 b8g8 g5h6 g8g6 g1g6 h7g6 d1c1 b3b2 c1c4 c6b7 e5c7 b7a6 c4c6 a6b5 c6b6 b5a5 c7a7
70,mate,black, d2d4 d7d5 c2c4 g8f6 c4d5 f6d5 b1c3 d5c3 b2c3 g7g6 e2e3 f8g7 g1f3 e8g8 f1d3 b7b6 d3e4 c7c6 e1g1 c8b7 c1b2 e7e6 b2a3 f8e8 f3g5 d8g5 f2f4 g5d8 a1b1 f7f5 e4f3 d8d7 h2h4 c6c5 h4h5 b7f3 d1f3 b8c6 d4c5 g7c3 c5b6 a7b6 f1d1 c6d4 e3d4 c3d4 g1h1 e6e5 f4e5 a8a3 f3a3 e8e5 a3a8 e5e8 a8a3 d7c6 a3b3 g8h8 d1d4 e8e2 d4d8 h8g7 b3g8 g7h6 g8f8 h6h5 b1g1 e2e4 d8d6 e4h4
53,mate,white, e2e4 c7c6 g1f3 d7d5 e4d5 c6d5 d2d4 b8c6 b1c3 c8g4 h2h3 g4f3 d1f3 g8f6 c1g5 c6d4 f3d1 e7e5 g5f6 g7f6 f1b5 d4c6 c3d5 d8a5 c2c3 f8d6 d5f6 e8e7 f6d5 e7d7 b5d3 d7e6 d3e4 c6d4 e1g1 f7f5 c3d4 f5e4 d5c3 e5d4 d1d4 a5e5 d4c4 e6f5 g2g4 f5f4 c3e2 f4f3 c4b3 f3e2 a1e1 e2d2 b3d1
35,mate,white, e2e4 e7e6 d2d4 a7a6 f1d3 d7d6 a2a3 h7h6 c2c3 g8f6 h2h3 f8e7 g1f3 e8g8 c1e3 d6d5 e4e5 f6e4 b1d2 e4d2 d1d2 b7b6 e1g1 c7c5 e3h6 g7h6 d2h6 f7f6 e5f6 f8f6 h6h7 g8f8 h7h8 f8f7 f3g5
45,draw,draw, e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 f1d3 b8c6 c1e3 g8f6 g1f3 d8b6 d1c1 c8g4 c2c3 g4f3 g2f3 e7e6 c3c4 c6d4 c4d5 f6d5 c1c4 d5e3 c4a4 e8d8 f2e3 d4f3 e1e2 b6b2 e2f3 b2a1 a4a5 d8e8 d3b5 e8e7 a5c7 e7f6 c7f4 f6e7 f4c7 e7f6 c7f4 f6e7 f4c7
109,mate,white, e2e4 e7e5 g1f3 b8c6 b1c3 g8f6 d2d3 f8c5 f1e2 d7d6 c1g5 e8g8 c3d5 c6d4 d5f6 g7f6 g5h6 f8e8 e1g1 d4e6 d1d2 e6g5 h6g5 f6g5 d2g5 d8g5 f3g5 f7f6 g5f3 g8f7 a2a4 e8g8 g1h1 c8d7 c2c3 g8g7 b2b4 c5b6 a4a5 a8g8 a5b6 a7b6 f1g1 h7h5 a1a7 h5h4 f3h4 d7h3 a7b7 g7g4 e2g4 h3g4 b7c7 f7e6 f2f3 g4h5 c7b7 h5e8 b7b6 e8a4 g1a1 a4c2 a1a6 c2d3 b6d6 e6e7 d6e6 e7d7 a6d6 d7c7 d6d3 g8a8 d3d1 a8a3 e6f6 a3c3 f6f5 c3b3 f5e5 b3b4 f3f4 b4b8 f4f5 c7c6 f5f6 c6c7 f6f7 b8f8 e5f5 f8a8 f7f8q a8f8 f5f8 c7c6 e4e5 c6c5 e5e6 c5c4 e6e7 c4c3 e7e8q c3c2 e8e2 c2c3 f8c8 c3b4 d1b1 b4a3 c8a8
115,mate,white, d2d4 d7d5 e2e4 d5e4 b1c3 b8c6 f2f3 d8d4 f3e4 d4d1 c3d1 c6d4 f1d3 c8g4 d1c3 g8f6 c1e3 d4c6 g1f3 g4f3 g2f3 c6b4 e1c1 b4d3 d1d3 a8d8 h1d1 d8d3 d1d3 a7a6 c3d5 f6d5 d3d5 e7e6 d5d3 f8d6 d3b3 b7b6 a2a4 d6h2 f3f4 e8g8 b3c3 e6e5 f4f5 h2f4 e3f4 e5f4 c3c7 h7h6 c7b7 f4f3 c1d2 f8e8 d2e3 f3f2 e3f2 e8e4 b7b6 e4a4 f2e3 g8f8 b2b3 a4a2 c2c4 a2a3 c4c5 a6a5 c5c6 a3a1 c6c7 a1c1 b6b8 f8e7 c7c8q c1c8 b8c8 h6h5 c8a8 h5h4 a8a5 e7f6 b3b4 h4h3 b4b5 h3h2 a5a1 f6e7 a1b1 e7d6 e3d4 d6c7 d4c5 c7b7 b1h1 g7g6 f5g6 f7g6 h1h2 g6g5 h2g2 g5g4 g2g4 b7c7 b5b6 c7b7 g4g7 b7b8 c5c6 b8c8 b6b7 c8b8 g7g8 b8a7 g8a8
100,mate,black, e2e4 c7c5 g1f3 d7d6 f1c4 b8c6 b1c3 g8f6 d2d3 g7g6 e1g1 f8g7 c1g5 e8g8 d1c1 a7a6 g5h6 b7b5 c4d5 f6d5 c3d5 e7e6 h6g7 g8g7 d5c3 d8b6 c1e3 a6a5 e4e5 b5b4 c3d1 d6e5 f3e5 c6e5 e3e5 f7f6 e5e3 c8b7 f2f3 a8e8 f1e1 b6d6 c2c3 b7a6 c3b4 a5b4 d1f2 d6d4 e3d4 c5d4 a1c1 e8c8 c1c8 f8c8 g1f1 e6e5 e1b1 c8c2 f1e1 f6f5 h2h3 g7f6 g2g4 h7h6 h3h4 a6b5 a2a3 b4b3 e1f1 f6e6 f1e1 e6d5 h4h5 g6h5 g4f5 h5h4 f5f6 d5e6 f2e4 c2h2 e4f2 b5d3 f2d3 h2h1 e1d2 h1b1 d3e5 e6f6 e5c4 h4h3 d2e2 h3h2 e2f2 h2h1q f2g3 h1g1 g3h4 g1g5 h4h3 b1h1
59,mate,white, e2e4 d7d5 e4d5 d8d5 b1c3 d5d8 g1f3 e7e6 d2d4 b8c6 f1b5 c8d7 e1g1 c6e7 b5d7 d8d7 c1f4 e7c6 a2a4 f8d6 f4d6 d7d6 d1d3 g8f6 d3b5 e8g8 a1b1 b7b6 b5d3 d6d8 f1e1 f6d5 c3d5 e6d5 d3b5 c6e7 e1e2 d8e8 b5b3 a7a6 b1e1 g7g6 e2e7 e8c8 b3d5 c7c6 d5b3 b6b5 a4b5 a6b5 b3e3 c8f5 e7e5 f5c8 e3h6 g8h8 f3g5 h8g8 h6h7
